rows;2000
cols;2000
its;5
algorithm;P;min;avg;max
build/stencil_mpi/mpi_benchmark_onesided_pscw;1;4317.048073;4372.265999;4406.424999
build/stencil_mpi/mpi_benchmark_onesided_pscw;2;2163.425922;2187.895664;2213.077068
build/stencil_mpi/mpi_benchmark_onesided_pscw;4;1078.439951;1091.871397;1102.566957
build/stencil_mpi/mpi_benchmark_onesided_pscw;8;515.433073;522.861417;530.663967
build/stencil_mpi/mpi_benchmark_onesided_pscw;10;372.822046;375.406607;383.376122
build/stencil_mpi/mpi_benchmark_onesided_pscw;12;349.627018;352.550133;361.382961
build/stencil_mpi/mpi_benchmark_onesided_pscw;16;266.475916;267.978382;275.185108
build/stencil_mpi/mpi_benchmark_onesided_pscw;20;192.744970;194.254518;199.360847
build/stencil_mpi/mpi_benchmark_onesided_pscw;24;169.632912;639.520788;837.275982
build/stencil_mpi/mpi_benchmark_onesided_pscw;28;150.163889;539.570721;695.357084
build/stencil_mpi/mpi_benchmark_onesided_pscw;32;133.416891;481.085579;614.625931
build/stencil_mpi/mpi_benchmark_onesided_pscw;34;134.383917;294.189930;322.703123
build/stencil_mpi/mpi_benchmark_onesided_pscw;36;120.471954;599.710234;754.264832

rows;20000
cols;20000
its;5
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;9420.216064;9524.737956;9544.975098
build/stencil_sequential/sequential_benchmark_one_vector;1;8376.908936;8420.990031;8520.853027
build/stencil_mpi/mpi_benchmark_sendrecv;1;8723.108053;8969.328952;9156.854153
build/stencil_mpi/mpi_benchmark_sendrecv;2;4693.588018;4762.474529;4820.210934
build/stencil_mpi/mpi_benchmark_sendrecv;3;2937.348127;2994.966340;3064.990044
build/stencil_mpi/mpi_benchmark_sendrecv;4;2236.881018;2254.424326;2264.837027
build/stencil_mpi/mpi_benchmark_sendrecv;8;1118.183136;1127.291799;1139.820099
build/stencil_mpi/mpi_benchmark_sendrecv;10;900.557041;908.342822;915.591002
build/stencil_mpi/mpi_benchmark_sendrecv;12;755.079031;757.254322;766.123056
build/stencil_mpi/mpi_benchmark_sendrecv;16;566.703081;572.045358;580.597878
build/stencil_mpi/mpi_benchmark_sendrecv;20;455.647945;461.171277;468.729019
build/stencil_mpi/mpi_benchmark_sendrecv;24;365.257978;367.581336;374.999046
build/stencil_mpi/mpi_benchmark_sendrecv;28;310.160160;312.949276;322.089911
build/stencil_mpi/mpi_benchmark_sendrecv;32;271.315098;273.549867;285.279989
build/stencil_mpi/mpi_benchmark_sendrecv;34;229.130983;232.638343;240.913153
build/stencil_mpi/mpi_benchmark_sendrecv;36;247.790098;250.049218;260.576010
build/stencil_mpi/mpi_benchmark_nonblocking;1;8925.390005;9086.203416;9266.793966
build/stencil_mpi/mpi_benchmark_nonblocking;2;4309.962988;4422.270521;4514.265776
build/stencil_mpi/mpi_benchmark_nonblocking;3;2980.700016;3045.456910;3073.040009
build/stencil_mpi/mpi_benchmark_nonblocking;4;2208.617926;2231.666319;2253.973007
build/stencil_mpi/mpi_benchmark_nonblocking;8;1101.725101;1109.634010;1120.301962
build/stencil_mpi/mpi_benchmark_nonblocking;10;887.306929;896.813544;902.642012
build/stencil_mpi/mpi_benchmark_nonblocking;12;735.316992;743.472854;747.843981
build/stencil_mpi/mpi_benchmark_nonblocking;16;558.048964;560.691730;564.455986
build/stencil_mpi/mpi_benchmark_nonblocking;20;450.913906;453.073772;454.589844
build/stencil_mpi/mpi_benchmark_nonblocking;24;358.553886;360.214949;364.151001
build/stencil_mpi/mpi_benchmark_nonblocking;28;302.594900;304.419692;308.568001
build/stencil_mpi/mpi_benchmark_nonblocking;32;263.154984;264.743225;269.855976
build/stencil_mpi/mpi_benchmark_nonblocking;34;222.910881;224.867662;230.805159
build/stencil_mpi/mpi_benchmark_nonblocking;36;241.734982;243.361012;250.064135
build/stencil_mpi/mpi_benchmark_onesided_fence;1;8671.540022;8966.605226;9217.227936
build/stencil_mpi/mpi_benchmark_onesided_fence;2;4415.152073;4445.371079;4500.977993
build/stencil_mpi/mpi_benchmark_onesided_fence;3;2881.028891;2917.669185;2949.049950
build/stencil_mpi/mpi_benchmark_onesided_fence;4;2213.121891;2223.594832;2247.814894
build/stencil_mpi/mpi_benchmark_onesided_fence;8;1124.803782;1130.820258;1134.762049
build/stencil_mpi/mpi_benchmark_onesided_fence;10;899.502039;908.784151;914.412975
build/stencil_mpi/mpi_benchmark_onesided_fence;12;748.811007;753.077491;759.382010
build/stencil_mpi/mpi_benchmark_onesided_fence;16;559.008121;564.424459;574.148893
build/stencil_mpi/mpi_benchmark_onesided_fence;20;454.852104;457.451948;461.251020
build/stencil_mpi/mpi_benchmark_onesided_fence;24;363.035917;365.784883;373.337030
build/stencil_mpi/mpi_benchmark_onesided_fence;28;310.233116;311.736480;319.010973
build/stencil_mpi/mpi_benchmark_onesided_fence;32;270.161867;272.131809;278.892994
build/stencil_mpi/mpi_benchmark_onesided_fence;34;233.863115;236.706797;244.318008
build/stencil_mpi/mpi_benchmark_onesided_fence;36;246.419191;247.881508;255.958080
build/stencil_mpi/mpi_benchmark_onesided_pscw;1;9705.539942;10017.323438;10460.397005
build/stencil_mpi/mpi_benchmark_onesided_pscw;2;4413.026094;4460.159620;4494.100809
build/stencil_mpi/mpi_benchmark_onesided_pscw;3;2888.556957;2909.882991;2934.634924
build/stencil_mpi/mpi_benchmark_onesided_pscw;4;2227.794886;2241.251024;2252.043962
build/stencil_mpi/mpi_benchmark_onesided_pscw;8;1122.218132;1128.418366;1131.476879
build/stencil_mpi/mpi_benchmark_onesided_pscw;10;905.080080;908.222588;913.377047
build/stencil_mpi/mpi_benchmark_onesided_pscw;12;748.426914;750.790564;758.559942
build/stencil_mpi/mpi_benchmark_onesided_pscw;16;562.293053;565.529553;572.769880
build/stencil_mpi/mpi_benchmark_onesided_pscw;20;454.314947;457.784192;464.238167
build/stencil_mpi/mpi_benchmark_onesided_pscw;24;361.191988;363.589247;368.158102
build/stencil_mpi/mpi_benchmark_onesided_pscw;28;308.264971;310.129245;316.390038
build/stencil_mpi/mpi_benchmark_onesided_pscw;32;268.208027;269.907530;276.098013
build/stencil_mpi/mpi_benchmark_onesided_pscw;34;230.293036;233.406234;238.945961
build/stencil_mpi/mpi_benchmark_onesided_pscw;36;243.544102;244.893376;250.889063

rows;20000
cols;20000
its;10
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;18634.678955;19040.601831;19155.674072
build/stencil_sequential/sequential_benchmark_one_vector;1;16712.058838;17401.275521;20074.881836
build/stencil_mpi/mpi_benchmark_sendrecv;1;17287.144899;17982.341584;20195.870876
build/stencil_mpi/mpi_benchmark_sendrecv;2;8636.039019;8794.122958;8847.661972
build/stencil_mpi/mpi_benchmark_sendrecv;3;5714.787006;5772.339312;5809.651136
build/stencil_mpi/mpi_benchmark_sendrecv;4;4375.783920;4424.306424;4466.289043
build/stencil_mpi/mpi_benchmark_sendrecv;8;2213.483095;3003.451435;13511.426926
build/stencil_mpi/mpi_benchmark_sendrecv;10;1790.440083;2703.440054;11165.636063
build/stencil_mpi/mpi_benchmark_sendrecv;12;1469.841957;1483.279117;1499.876022
build/stencil_mpi/mpi_benchmark_sendrecv;16;1111.577988;1124.831796;1136.682987
build/stencil_mpi/mpi_benchmark_sendrecv;20;893.380165;903.055199;927.089930
build/stencil_mpi/mpi_benchmark_sendrecv;24;714.092970;718.175403;737.515926
build/stencil_mpi/mpi_benchmark_sendrecv;28;602.766991;607.764792;628.826141
build/stencil_mpi/mpi_benchmark_sendrecv;32;527.156115;530.493315;549.106121
build/stencil_mpi/mpi_benchmark_sendrecv;34;440.551996;446.254333;459.242105
build/stencil_mpi/mpi_benchmark_sendrecv;36;485.270977;488.124490;510.624886
build/stencil_mpi/mpi_benchmark_nonblocking;1;18704.514980;19473.937043;19856.981039
build/stencil_mpi/mpi_benchmark_nonblocking;2;8596.861839;8790.233684;10292.073965
build/stencil_mpi/mpi_benchmark_nonblocking;3;5741.366148;6115.408937;6977.131128
build/stencil_mpi/mpi_benchmark_nonblocking;4;4326.855183;4501.445039;5330.532074
build/stencil_mpi/mpi_benchmark_nonblocking;8;2171.045065;2213.854067;2496.092081
build/stencil_mpi/mpi_benchmark_nonblocking;10;1747.557878;1813.504044;2017.182112
build/stencil_mpi/mpi_benchmark_nonblocking;12;1444.283009;1473.994819;1611.258984
build/stencil_mpi/mpi_benchmark_nonblocking;16;1099.771023;1114.628919;1233.206987
build/stencil_mpi/mpi_benchmark_nonblocking;20;882.952929;895.461837;1033.760071
build/stencil_mpi/mpi_benchmark_nonblocking;24;694.849968;705.699086;801.064014
build/stencil_mpi/mpi_benchmark_nonblocking;28;589.932919;597.024679;654.908180
build/stencil_mpi/mpi_benchmark_nonblocking;32;513.370037;515.516361;519.651890
build/stencil_mpi/mpi_benchmark_nonblocking;34;425.163031;433.362015;503.212929
build/stencil_mpi/mpi_benchmark_nonblocking;36;468.792200;471.634730;478.598833
build/stencil_mpi/mpi_benchmark_onesided_fence;1;16886.795044;17365.257875;17782.083988
build/stencil_mpi/mpi_benchmark_onesided_fence;2;8647.397995;9340.179253;10397.864103
build/stencil_mpi/mpi_benchmark_onesided_fence;3;5674.876928;5937.139463;6736.543179
build/stencil_mpi/mpi_benchmark_onesided_fence;4;4347.296000;4459.340421;4951.636076
build/stencil_mpi/mpi_benchmark_onesided_fence;8;2205.273151;2247.187344;2424.489021
build/stencil_mpi/mpi_benchmark_onesided_fence;10;1766.790152;1837.471763;2191.186905
build/stencil_mpi/mpi_benchmark_onesided_fence;12;1477.214813;1516.308880;1751.557112
build/stencil_mpi/mpi_benchmark_onesided_fence;16;1110.062838;1113.788986;1125.002861
build/stencil_mpi/mpi_benchmark_onesided_fence;20;900.238991;910.166343;1034.248829
build/stencil_mpi/mpi_benchmark_onesided_fence;24;710.684061;718.134085;788.403988
build/stencil_mpi/mpi_benchmark_onesided_fence;28;604.356050;611.780492;692.677021
build/stencil_mpi/mpi_benchmark_onesided_fence;32;527.154922;533.411145;607.127905
build/stencil_mpi/mpi_benchmark_onesided_fence;34;449.912071;457.536085;541.291952
build/stencil_mpi/mpi_benchmark_onesided_fence;36;480.258942;485.099824;548.354864
build/stencil_mpi/mpi_benchmark_onesided_pscw;1;16918.722868;17475.783134;19810.751915
build/stencil_mpi/mpi_benchmark_onesided_pscw;2;8517.359018;9332.495602;10482.622147
build/stencil_mpi/mpi_benchmark_onesided_pscw;3;5675.663948;5765.631342;6476.456881
build/stencil_mpi/mpi_benchmark_onesided_pscw;4;4375.061989;4502.434031;5036.894083
build/stencil_mpi/mpi_benchmark_onesided_pscw;8;2196.427107;2259.746361;2558.645010
build/stencil_mpi/mpi_benchmark_onesided_pscw;10;1783.569098;1805.724216;2025.496006
build/stencil_mpi/mpi_benchmark_onesided_pscw;12;1470.990896;1482.971907;1562.996864
build/stencil_mpi/mpi_benchmark_onesided_pscw;16;1101.253033;1115.691328;1206.176996
build/stencil_mpi/mpi_benchmark_onesided_pscw;20;891.227007;916.486677;1070.548058
build/stencil_mpi/mpi_benchmark_onesided_pscw;24;707.472086;711.934773;762.923956
build/stencil_mpi/mpi_benchmark_onesided_pscw;28;597.427130;601.067901;607.837915
build/stencil_mpi/mpi_benchmark_onesided_pscw;32;522.274971;525.390752;535.379171
build/stencil_mpi/mpi_benchmark_onesided_pscw;34;443.006992;447.815983;462.779999
build/stencil_mpi/mpi_benchmark_onesided_pscw;36;477.340937;478.973095;487.523794

