build/stencil_openmp/openmp_benchmark_one_vector_colwise;2;112.407745;112.755652;119.509188
build/stencil_openmp/openmp_benchmark_one_vector_colwise;4;56.710832;57.069201;65.078423
build/stencil_openmp/openmp_benchmark_one_vector_colwise;8;30.345376;30.665498;38.129068
build/stencil_openmp/openmp_benchmark_one_vector_colwise;10;25.872195;26.138237;32.343098
build/stencil_openmp/openmp_benchmark_one_vector_colwise;12;21.472598;21.731283;28.251996
build/stencil_openmp/openmp_benchmark_one_vector_colwise;16;18.699165;18.991534;25.711442
build/stencil_openmp/openmp_benchmark_one_vector_colwise;20;19.912944;20.211349;27.122500
build/stencil_openmp/openmp_benchmark_one_vector_colwise;24;18.537300;18.863704;26.135658
build/stencil_openmp/openmp_benchmark_one_vector_colwise;32;17.271458;17.544050;23.082571
build/stencil_openmp/openmp_benchmark_one_vector_colwise;36;21.915189;22.170517;27.307488
build/stencil_openmp/openmp_benchmark_one_vector_colwise;40;22.783508;23.185069;31.978581
build/stencil_openmp/openmp_benchmark_one_vector_colwise;48;31.724381;32.719860;49.351145
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;1;226.515886;226.601490;226.764954
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;2;112.345152;112.596210;115.637955
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;4;25.592934;25.910727;31.047064
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;8;14.444851;14.679559;19.922568
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;10;11.547784;11.845606;18.351106
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;12;9.648506;10.545894;28.189674
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;16;10.246696;10.489636;11.755893
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;20;7.857616;8.052249;11.760330
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;24;6.900849;7.169997;10.872587
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;32;6.194271;6.494221;12.357554
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;36;8.154338;8.735466;14.357097
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;40;9.924456;10.531887;13.964504
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;48;8.451132;8.772864;14.641111
;;;;
rows;1000;;;
cols;1000;;;
its;100;;;
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;506.891113;522.829777;630.437988
build/stencil_sequential/sequential_benchmark_one_vector;1;360.171875;360.633919;362.939941
build/stencil_openmp/openmp_benchmark_tmp_matrix;1;401.211696;426.141313;622.523565
build/stencil_openmp/openmp_benchmark_tmp_matrix;2;227.846364;251.258459;388.224639
build/stencil_openmp/openmp_benchmark_tmp_matrix;4;184.836173;189.529127;227.629642
build/stencil_openmp/openmp_benchmark_tmp_matrix;8;129.234840;131.540391;145.251543
build/stencil_openmp/openmp_benchmark_tmp_matrix;10;91.976007;92.785837;104.780306
build/stencil_openmp/openmp_benchmark_tmp_matrix;12;94.347588;95.079562;102.053137
build/stencil_openmp/openmp_benchmark_tmp_matrix;16;96.022796;96.486315;101.321870
build/stencil_openmp/openmp_benchmark_tmp_matrix;20;106.337333;106.701695;108.315664
build/stencil_openmp/openmp_benchmark_tmp_matrix;24;114.037873;116.346657;133.338490
build/stencil_openmp/openmp_benchmark_tmp_matrix;32;119.767874;121.574835;128.593908
build/stencil_openmp/openmp_benchmark_tmp_matrix;36;122.051378;124.498834;141.258745
build/stencil_openmp/openmp_benchmark_tmp_matrix;40;121.636970;124.550463;141.255051
build/stencil_openmp/openmp_benchmark_tmp_matrix;48;124.855666;127.832191;144.172022
build/stencil_openmp/openmp_benchmark_one_vector;1;357.561637;357.885273;358.205929
build/stencil_openmp/openmp_benchmark_one_vector;2;199.807215;200.084000;203.258319
build/stencil_openmp/openmp_benchmark_one_vector;4;93.435584;96.609558;103.260757
build/stencil_openmp/openmp_benchmark_one_vector;8;45.140173;45.453618;52.198005
build/stencil_openmp/openmp_benchmark_one_vector;10;38.171518;38.601996;46.344987
build/stencil_openmp/openmp_benchmark_one_vector;12;31.445343;31.814753;38.618311
build/stencil_openmp/openmp_benchmark_one_vector;16;27.419699;27.729135;33.924491
build/stencil_openmp/openmp_benchmark_one_vector;20;32.420805;32.773920;38.902549
build/stencil_openmp/openmp_benchmark_one_vector;24;29.494182;29.925673;36.562548
build/stencil_openmp/openmp_benchmark_one_vector;32;31.185629;31.615991;37.800149
build/stencil_openmp/openmp_benchmark_one_vector;36;35.716091;36.769754;52.209629
build/stencil_openmp/openmp_benchmark_one_vector;40;38.865226;39.956288;56.726447
build/stencil_openmp/openmp_benchmark_one_vector;48;46.229824;47.860733;65.048164
build/stencil_openmp/openmp_benchmark_one_vector_tld;1;361.927353;362.264060;363.491580
build/stencil_openmp/openmp_benchmark_one_vector_tld;2;177.373069;186.255902;197.643523
build/stencil_openmp/openmp_benchmark_one_vector_tld;4;97.237257;99.396447;104.469041
build/stencil_openmp/openmp_benchmark_one_vector_tld;8;41.802865;42.023890;46.437664
build/stencil_openmp/openmp_benchmark_one_vector_tld;10;34.807403;35.020918;39.803048
build/stencil_openmp/openmp_benchmark_one_vector_tld;12;28.311752;28.655390;35.752940
build/stencil_openmp/openmp_benchmark_one_vector_tld;16;22.418793;22.647190;24.994947
build/stencil_openmp/openmp_benchmark_one_vector_tld;20;22.475673;22.750791;27.066256
build/stencil_openmp/openmp_benchmark_one_vector_tld;24;18.902028;19.223340;25.800195
build/stencil_openmp/openmp_benchmark_one_vector_tld;32;13.951599;14.282628;19.964987
build/stencil_openmp/openmp_benchmark_one_vector_tld;36;19.281290;20.427120;38.602173
build/stencil_openmp/openmp_benchmark_one_vector_tld;40;22.308348;23.636940;44.147512
build/stencil_openmp/openmp_benchmark_one_vector_tld;48;21.993789;22.957907;42.067366
build/stencil_openmp/openmp_benchmark_one_vector_colwise;1;2234.792410;2234.972466;2235.269426
build/stencil_openmp/openmp_benchmark_one_vector_colwise;2;1121.436137;1122.157520;1131.279763
build/stencil_openmp/openmp_benchmark_one_vector_colwise;4;567.198083;567.947331;578.575812
build/stencil_openmp/openmp_benchmark_one_vector_colwise;8;303.413831;303.931973;310.437846
build/stencil_openmp/openmp_benchmark_one_vector_colwise;10;258.654952;259.136557;267.205480
build/stencil_openmp/openmp_benchmark_one_vector_colwise;12;215.023499;215.324600;219.099689
build/stencil_openmp/openmp_benchmark_one_vector_colwise;16;187.680824;188.162987;194.215677
build/stencil_openmp/openmp_benchmark_one_vector_colwise;20;200.597134;201.259804;206.008036
build/stencil_openmp/openmp_benchmark_one_vector_colwise;24;187.430781;187.817906;190.908918
build/stencil_openmp/openmp_benchmark_one_vector_colwise;32;173.956395;174.618627;181.896980
build/stencil_openmp/openmp_benchmark_one_vector_colwise;36;223.464529;225.805357;241.058601
build/stencil_openmp/openmp_benchmark_one_vector_colwise;40;229.408525;231.645164;246.081049
build/stencil_openmp/openmp_benchmark_one_vector_colwise;48;316.904556;323.277624;342.690147
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;1;2262.004591;2262.992100;2269.295128
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;2;1120.523511;1121.336396;1126.997831
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;4;252.166313;252.817738;255.826323
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;8;144.472415;144.822961;150.817025
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;10;118.154670;118.580480;125.358207
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;12;98.977592;99.526308;104.736678
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;16;100.127122;103.563078;107.748820
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;20;81.483874;82.008055;86.073662
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;24;73.534285;74.093791;77.555475
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;32;65.343966;65.754775;69.974746
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;36;84.553780;85.818945;102.652840
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;40;103.801729;105.248673;121.828957
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;48;88.675284;91.439665;110.079482
;;;;
rows;2000;;;
cols;2000;;;
its;1;;;
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;14.692871;15.902824;16.364014
build/stencil_sequential/sequential_benchmark_one_vector;1;14.922119;15.088696;15.542969
build/stencil_openmp/openmp_benchmark_tmp_matrix;1;16.445121;16.509508;16.579782
build/stencil_openmp/openmp_benchmark_tmp_matrix;2;9.332448;11.521746;14.501877
build/stencil_openmp/openmp_benchmark_tmp_matrix;4;7.727160;9.492726;12.037091
build/stencil_openmp/openmp_benchmark_tmp_matrix;8;7.807238;9.029015;11.016728
build/stencil_openmp/openmp_benchmark_tmp_matrix;10;8.787500;9.362935;10.659845
build/stencil_openmp/openmp_benchmark_tmp_matrix;12;9.477179;9.674302;11.223167
build/stencil_openmp/openmp_benchmark_tmp_matrix;16;9.523522;10.028973;11.262672
build/stencil_openmp/openmp_benchmark_tmp_matrix;20;10.511006;10.941878;11.963956
build/stencil_openmp/openmp_benchmark_tmp_matrix;24;11.719965;12.198867;14.518915
build/stencil_openmp/openmp_benchmark_tmp_matrix;32;12.842391;13.071461;14.007120
build/stencil_openmp/openmp_benchmark_tmp_matrix;36;13.655267;14.004305;19.334205
build/stencil_openmp/openmp_benchmark_tmp_matrix;40;12.839483;13.209919;14.053129
build/stencil_openmp/openmp_benchmark_tmp_matrix;48;12.260478;12.582216;13.998278
build/stencil_openmp/openmp_benchmark_one_vector;1;14.913361;14.947958;14.992029
build/stencil_openmp/openmp_benchmark_one_vector;2;7.992562;8.323917;14.729775
build/stencil_openmp/openmp_benchmark_one_vector;4;5.688233;5.907628;9.066032
build/stencil_openmp/openmp_benchmark_one_vector;8;4.774099;4.914444;7.592005
build/stencil_openmp/openmp_benchmark_one_vector;10;5.078941;5.221830;7.669086
build/stencil_openmp/openmp_benchmark_one_vector;12;5.223672;5.410050;8.450555
build/stencil_openmp/openmp_benchmark_one_vector;16;5.540698;5.739455;8.628609
build/stencil_openmp/openmp_benchmark_one_vector;20;5.755832;5.930501;8.912039
build/stencil_openmp/openmp_benchmark_one_vector;24;6.128979;6.302229;9.549405
build/stencil_openmp/openmp_benchmark_one_vector;32;6.194451;6.388032;9.409675
build/stencil_openmp/openmp_benchmark_one_vector;36;6.526431;7.283306;21.270061
build/stencil_openmp/openmp_benchmark_one_vector;40;6.349551;6.572944;10.172598
build/stencil_openmp/openmp_benchmark_one_vector;48;6.850819;7.180825;12.467075
build/stencil_openmp/openmp_benchmark_one_vector_tld;1;15.260682;15.315599;15.356626
build/stencil_openmp/openmp_benchmark_one_vector_tld;2;8.645848;9.104084;10.340354
build/stencil_openmp/openmp_benchmark_one_vector_tld;4;5.658050;6.004549;6.892079
build/stencil_openmp/openmp_benchmark_one_vector_tld;8;3.786409;3.950805;5.662448
build/stencil_openmp/openmp_benchmark_one_vector_tld;10;3.007066;3.080871;3.165238
build/stencil_openmp/openmp_benchmark_one_vector_tld;12;2.443771;2.551112;4.238109
build/stencil_openmp/openmp_benchmark_one_vector_tld;16;1.693968;1.795797;3.546449
build/stencil_openmp/openmp_benchmark_one_vector_tld;20;1.246619;1.394975;1.754850
build/stencil_openmp/openmp_benchmark_one_vector_tld;24;1.273673;1.705373;2.220135
build/stencil_openmp/openmp_benchmark_one_vector_tld;32;1.034699;1.227778;3.413909
build/stencil_openmp/openmp_benchmark_one_vector_tld;36;0.960842;1.244787;3.136566
build/stencil_openmp/openmp_benchmark_one_vector_tld;40;0.908815;0.981010;1.459410
build/stencil_openmp/openmp_benchmark_one_vector_tld;48;0.877072;1.787854;3.828437
build/stencil_openmp/openmp_benchmark_one_vector_colwise;1;109.453217;109.487273;109.558793
build/stencil_openmp/openmp_benchmark_one_vector_colwise;2;55.053888;55.374419;60.712646
build/stencil_openmp/openmp_benchmark_one_vector_colwise;4;27.713320;27.836227;30.447524
build/stencil_openmp/openmp_benchmark_one_vector_colwise;8;14.637736;14.904434;19.330091
build/stencil_openmp/openmp_benchmark_one_vector_colwise;10;12.291445;12.771840;20.327659
build/stencil_openmp/openmp_benchmark_one_vector_colwise;12;10.709630;11.139149;17.959556
build/stencil_openmp/openmp_benchmark_one_vector_colwise;16;9.781350;10.231217;16.376680
build/stencil_openmp/openmp_benchmark_one_vector_colwise;20;9.865926;10.883557;26.484515
build/stencil_openmp/openmp_benchmark_one_vector_colwise;24;10.168140;10.742085;16.021689
build/stencil_openmp/openmp_benchmark_one_vector_colwise;32;11.331239;11.773746;17.729518
build/stencil_openmp/openmp_benchmark_one_vector_colwise;36;12.740426;13.182088;19.243282
build/stencil_openmp/openmp_benchmark_one_vector_colwise;40;12.834179;13.666461;24.405349
build/stencil_openmp/openmp_benchmark_one_vector_colwise;48;14.857324;15.398290;21.315294
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;1;110.332917;110.752142;110.871375
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;2;53.405637;53.777287;58.287665
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;4;26.197748;26.491229;29.223843
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;8;9.595899;10.188775;12.259245
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;10;6.921640;7.165324;9.065446
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;12;5.255540;5.567230;9.767809
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;16;3.447196;3.576400;4.556671
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;20;2.976498;4.165858;21.953550
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;24;2.615364;3.507478;4.174275
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;32;3.333586;4.027580;4.522585
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;36;2.709817;2.935986;4.227740
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;40;2.334335;2.647629;4.120548
build/stencil_openmp/openmp_benchmark_one_vector_colwise_tld;48;2.206712;2.510708;3.528854
;;;;
rows;2000;;;
cols;2000;;;
its;10;;;
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;164.439941;169.250293;169.940918
build/stencil_sequential/sequential_benchmark_one_vector;1;152.392090;152.668408;155.029785
build/stencil_openmp/openmp_benchmark_tmp_matrix;1;163.599638;165.289219;165.892327
build/stencil_openmp/openmp_benchmark_tmp_matrix;2;91.637388;100.425249;104.534405
build/stencil_openmp/openmp_benchmark_tmp_matrix;4;73.722695;76.082446;78.708874
build/stencil_openmp/openmp_benchmark_tmp_matrix;8;80.149551;81.430694;83.770761
build/stencil_openmp/openmp_benchmark_tmp_matrix;10;91.346462;91.863812;93.980887
build/stencil_openmp/openmp_benchmark_tmp_matrix;12;99.048446;99.451118;102.191386
build/stencil_openmp/openmp_benchmark_tmp_matrix;16;101.807826;102.160227;103.304127
build/stencil_openmp/openmp_benchmark_tmp_matrix;20;113.406113;113.826525;115.228422
build/stencil_openmp/openmp_benchmark_tmp_matrix;24;124.271877;125.116193;133.173953
build/stencil_openmp/openmp_benchmark_tmp_matrix;32;135.942934;137.664155;157.173252
build/stencil_openmp/openmp_benchmark_tmp_matrix;36;142.460597;143.993687;153.683664
build/stencil_openmp/openmp_benchmark_tmp_matrix;40;134.912969;135.394451;136.292151
build/stencil_openmp/openmp_benchmark_tmp_matrix;48;130.097376;132.407300;147.785469
