rows;1000
cols;1000
its;1
algorithm;P;min;avg;max
build/stencil_mpi/mpi_benchmark_onesided_pscw;20;60.806036;655.165013;2231.928825
build/stencil_mpi/mpi_benchmark_onesided_pscw;24;52.863121;632.522766;2186.160803
build/stencil_mpi/mpi_benchmark_onesided_pscw;32;40.831089;599.490929;1839.435101
build/stencil_mpi/mpi_benchmark_onesided_pscw;36;36.606073;613.064718;2115.270853
build/stencil_mpi/mpi_benchmark_onesided_pscw;40;33.054113;625.328700;1827.952147
build/stencil_mpi/mpi_benchmark_onesided_pscw;48;45.625210;829.360644;1810.040951

rows;6000
cols;6000
its;1
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;152.661133;161.156396;162.739014
build/stencil_sequential/sequential_benchmark_one_vector;1;178.148193;178.455835;179.054932
build/stencil_mpi/mpi_benchmark_sendrecv;1;499.171019;505.447316;510.196209
build/stencil_mpi/mpi_benchmark_sendrecv;2;274.459124;274.978828;275.485039
build/stencil_mpi/mpi_benchmark_sendrecv;4;135.735035;136.022520;136.451006
build/stencil_mpi/mpi_benchmark_sendrecv;8;59.849024;60.126710;60.404062
build/stencil_mpi/mpi_benchmark_sendrecv;10;15.043974;23.132777;55.272102
build/stencil_mpi/mpi_benchmark_sendrecv;12;12.602091;18.223047;40.512085
build/stencil_mpi/mpi_benchmark_sendrecv;16;11.575937;15.678215;32.133102
build/stencil_mpi/mpi_benchmark_sendrecv;20;9.078026;12.875152;27.800798
build/stencil_mpi/mpi_benchmark_sendrecv;24;7.725000;11.441398;26.261806
build/stencil_mpi/mpi_benchmark_sendrecv;32;8.514881;10.218620;16.908169
build/stencil_mpi/mpi_benchmark_sendrecv;36;6.839037;10.210681;25.050163
build/stencil_mpi/mpi_benchmark_sendrecv;40;7.565022;8.897448;13.852835
build/stencil_mpi/mpi_benchmark_sendrecv;48;6.397009;7.820773;13.760090
build/stencil_mpi/mpi_benchmark_nonblocking;1;496.784925;499.792743;502.864122
build/stencil_mpi/mpi_benchmark_nonblocking;2;265.182018;271.447611;273.160934
build/stencil_mpi/mpi_benchmark_nonblocking;4;136.283875;137.115574;138.036013
build/stencil_mpi/mpi_benchmark_nonblocking;8;59.571028;59.708714;59.856176
build/stencil_mpi/mpi_benchmark_nonblocking;10;15.123844;23.155785;54.934025
build/stencil_mpi/mpi_benchmark_nonblocking;12;12.554884;18.218756;40.895939
build/stencil_mpi/mpi_benchmark_nonblocking;16;10.962009;14.966774;30.777931
build/stencil_mpi/mpi_benchmark_nonblocking;20;9.310007;13.138509;28.412104
build/stencil_mpi/mpi_benchmark_nonblocking;24;7.697105;11.403513;26.083946
build/stencil_mpi/mpi_benchmark_nonblocking;32;7.759809;9.638572;16.685009
build/stencil_mpi/mpi_benchmark_nonblocking;36;6.757975;9.851813;22.773981
build/stencil_mpi/mpi_benchmark_nonblocking;40;7.536888;8.911133;14.126062
build/stencil_mpi/mpi_benchmark_nonblocking;48;6.405830;7.606602;11.821985
build/stencil_mpi/mpi_benchmark_onesided_fence;1;497.053146;500.596213;504.275084
build/stencil_mpi/mpi_benchmark_onesided_fence;2;258.565903;270.092177;274.324894
build/stencil_mpi/mpi_benchmark_onesided_fence;4;120.156050;130.262685;137.525797
build/stencil_mpi/mpi_benchmark_onesided_fence;8;60.262918;60.478830;61.244965
build/stencil_mpi/mpi_benchmark_onesided_fence;10;15.087843;23.061323;55.222988
build/stencil_mpi/mpi_benchmark_onesided_fence;12;12.621880;18.334866;40.926933
build/stencil_mpi/mpi_benchmark_onesided_fence;16;11.605978;18.486404;31.868219
build/stencil_mpi/mpi_benchmark_onesided_fence;20;9.151936;13.036466;28.182983
build/stencil_mpi/mpi_benchmark_onesided_fence;24;8.957148;12.516809;26.877880
build/stencil_mpi/mpi_benchmark_onesided_fence;32;8.589029;10.349917;17.014980
build/stencil_mpi/mpi_benchmark_onesided_fence;36;6.832838;10.137129;24.528027
build/stencil_mpi/mpi_benchmark_onesided_fence;40;7.014036;8.614826;13.810158
build/stencil_mpi/mpi_benchmark_onesided_fence;48;6.370068;7.635617;12.055159
build/stencil_mpi/mpi_benchmark_onesided_pscw;1;501.943827;504.466105;507.353067
build/stencil_mpi/mpi_benchmark_onesided_pscw;2;263.170004;273.641205;276.299953
build/stencil_mpi/mpi_benchmark_onesided_pscw;4;132.982016;136.369610;137.987137
build/stencil_mpi/mpi_benchmark_onesided_pscw;8;60.272932;60.777807;61.795950
build/stencil_mpi/mpi_benchmark_onesided_pscw;10;15.188932;23.307920;56.062937
build/stencil_mpi/mpi_benchmark_onesided_pscw;12;12.615204;18.377876;41.183949
build/stencil_mpi/mpi_benchmark_onesided_pscw;16;11.427164;15.492320;31.666994
build/stencil_mpi/mpi_benchmark_onesided_pscw;20;9.136915;13.043046;28.552055
build/stencil_mpi/mpi_benchmark_onesided_pscw;24;8.814096;12.166476;25.119066
build/stencil_mpi/mpi_benchmark_onesided_pscw;32;8.157015;9.899282;16.604900
build/stencil_mpi/mpi_benchmark_onesided_pscw;36;6.827116;10.116410;24.307013
build/stencil_mpi/mpi_benchmark_onesided_pscw;40;7.389069;9.007716;14.916897
build/stencil_mpi/mpi_benchmark_onesided_pscw;48;6.413937;7.717538;12.683153

rows;6000
cols;6000
its;10
algorithm;P;min;avg;max
build/stencil_sequential/sequential_benchmark_tmp_matrix;1;1453.677979;1517.032373;1607.097900
build/stencil_sequential/sequential_benchmark_one_vector;1;1800.568848;1803.963965;1814.514160
build/stencil_mpi/mpi_benchmark_sendrecv;1;2114.001036;2127.836394;2140.367985
build/stencil_mpi/mpi_benchmark_sendrecv;2;944.805861;960.701275;968.607903
build/stencil_mpi/mpi_benchmark_sendrecv;4;481.452227;484.179115;485.998869
build/stencil_mpi/mpi_benchmark_sendrecv;8;207.098007;218.369460;238.606930
build/stencil_mpi/mpi_benchmark_sendrecv;10;130.970955;155.696297;199.989080
build/stencil_mpi/mpi_benchmark_sendrecv;12;130.885124;136.924529;159.873962
build/stencil_mpi/mpi_benchmark_sendrecv;16;108.561993;118.270278;139.534950
build/stencil_mpi/mpi_benchmark_sendrecv;20;94.804049;99.288774;117.094994
build/stencil_mpi/mpi_benchmark_sendrecv;24;91.850996;96.412683;112.998009
build/stencil_mpi/mpi_benchmark_sendrecv;32;99.055052;109.031034;126.627922
build/stencil_mpi/mpi_benchmark_sendrecv;36;70.154905;73.404288;87.533951
build/stencil_mpi/mpi_benchmark_sendrecv;40;72.129965;74.470615;84.744930
build/stencil_mpi/mpi_benchmark_sendrecv;48;66.900015;69.999003;84.040880
build/stencil_mpi/mpi_benchmark_nonblocking;1;2104.526997;2120.571280;2134.829044
build/stencil_mpi/mpi_benchmark_nonblocking;2;957.461834;960.791922;963.615179
build/stencil_mpi/mpi_benchmark_nonblocking;4;475.617886;478.610587;484.067917
build/stencil_mpi/mpi_benchmark_nonblocking;8;205.912113;229.296422;270.687103
build/stencil_mpi/mpi_benchmark_nonblocking;10;146.100998;162.687635;199.376106
build/stencil_mpi/mpi_benchmark_nonblocking;12;129.513979;136.662149;166.516066
build/stencil_mpi/mpi_benchmark_nonblocking;16;133.713007;145.396328;160.676956
build/stencil_mpi/mpi_benchmark_nonblocking;20;93.728065;99.308419;122.565031
build/stencil_mpi/mpi_benchmark_nonblocking;24;87.152004;94.375610;107.465982
build/stencil_mpi/mpi_benchmark_nonblocking;32;83.152056;89.597821;99.843979
build/stencil_mpi/mpi_benchmark_nonblocking;36;70.585012;74.445844;87.173939
build/stencil_mpi/mpi_benchmark_nonblocking;40;87.347031;91.355801;100.805998
build/stencil_mpi/mpi_benchmark_nonblocking;48;66.730976;69.682503;81.712008
build/stencil_mpi/mpi_benchmark_onesided_fence;1;2108.795166;2121.623826;2136.398077
build/stencil_mpi/mpi_benchmark_onesided_fence;2;956.002951;960.185432;966.099977
build/stencil_mpi/mpi_benchmark_onesided_fence;4;475.270033;478.320122;486.220121
build/stencil_mpi/mpi_benchmark_onesided_fence;8;209.033012;225.982976;241.640806
build/stencil_mpi/mpi_benchmark_onesided_fence;10;145.941973;164.090872;206.171036
build/stencil_mpi/mpi_benchmark_onesided_fence;12;130.946875;138.600898;168.796062
build/stencil_mpi/mpi_benchmark_onesided_fence;16;150.131941;161.421275;229.015827
build/stencil_mpi/mpi_benchmark_onesided_fence;20;95.669985;100.680375;122.439861
build/stencil_mpi/mpi_benchmark_onesided_fence;24;80.752850;85.291815;105.120182
build/stencil_mpi/mpi_benchmark_onesided_fence;32;81.543207;85.059619;101.382971
build/stencil_mpi/mpi_benchmark_onesided_fence;36;71.557999;75.685668;89.400768
build/stencil_mpi/mpi_benchmark_onesided_fence;40;91.153145;93.517494;110.994101
build/stencil_mpi/mpi_benchmark_onesided_fence;48;77.856064;112.595201;139.662027
build/stencil_mpi/mpi_benchmark_onesided_pscw;1;2086.722136;2117.496061;2139.335155
build/stencil_mpi/mpi_benchmark_onesided_pscw;2;943.218946;958.554816;968.672037
build/stencil_mpi/mpi_benchmark_onesided_pscw;4;475.864887;477.668095;480.535984
build/stencil_mpi/mpi_benchmark_onesided_pscw;8;216.308117;231.409907;240.397930
build/stencil_mpi/mpi_benchmark_onesided_pscw;10;156.059027;165.397596;202.671051
build/stencil_mpi/mpi_benchmark_onesided_pscw;12;129.802942;137.565517;165.299892
build/stencil_mpi/mpi_benchmark_onesided_pscw;16;108.611822;120.393872;142.725945
build/stencil_mpi/mpi_benchmark_onesided_pscw;20;92.844963;99.865985;119.467020
build/stencil_mpi/mpi_benchmark_onesided_pscw;24;87.471008;95.053601;114.665985
build/stencil_mpi/mpi_benchmark_onesided_pscw;32;85.326910;89.964008;102.955818
build/stencil_mpi/mpi_benchmark_onesided_pscw;36;71.159840;74.723220;88.090897
build/stencil_mpi/mpi_benchmark_onesided_pscw;40;75.697899;80.172491;92.132092
build/stencil_mpi/mpi_benchmark_onesided_pscw;48;67.577124;69.374681;74.929953
